slice,dist,mantelr,pval3,llim.2.5%,ulim.97.5%,dist1,dist2,dist3,otus,Comparison,Mya
500000000,Aitchison,0.21771462266390035,0.001,0.16287814775638818,0.24067162386130553,phylo.dist,plant.dist,spat.dist,602,Microbiome ~ phylo.dist + plant.dist + spat.dist,500
500000000,Aitchison,0.07138407402882657,0.152,0.034582357327725036,0.10281363082617684,spat.dist,phylo.dist,plant.dist,602,Microbiome ~ spat.dist + phylo.dist + plant.dist,500
500000000,Aitchison,0.012220865126972385,0.713,-0.011995464137424788,0.0322205147546163,plant.dist,spat.dist,phylo.dist,602,Microbiome ~ plant.dist + spat.dist + phylo.dist,500
510000000,Aitchison,0.2149151938679084,0.001,0.16120799689751553,0.23767403000155113,phylo.dist,plant.dist,spat.dist,589,Microbiome ~ phylo.dist + plant.dist + spat.dist,510
510000000,Aitchison,0.0733826312683291,0.136,0.033478441729648034,0.10892029328875154,spat.dist,phylo.dist,plant.dist,589,Microbiome ~ spat.dist + phylo.dist + plant.dist,510
510000000,Aitchison,0.010765829288687419,0.751,-0.015771457715519913,0.02961869798935715,plant.dist,spat.dist,phylo.dist,589,Microbiome ~ plant.dist + spat.dist + phylo.dist,510
520000000,Aitchison,0.2137880280971647,0.001,0.16021471219864244,0.2342464223126941,phylo.dist,plant.dist,spat.dist,580,Microbiome ~ phylo.dist + plant.dist + spat.dist,520
520000000,Aitchison,0.07423032649981863,0.12,0.03510070757478499,0.1147399922475659,spat.dist,phylo.dist,plant.dist,580,Microbiome ~ spat.dist + phylo.dist + plant.dist,520
520000000,Aitchison,0.011661419872518156,0.698,-0.013846979478616864,0.03251719698006962,plant.dist,spat.dist,phylo.dist,580,Microbiome ~ plant.dist + spat.dist + phylo.dist,520
530000000,Aitchison,0.2150119676146749,0.001,0.16619119416681422,0.23701601648758103,phylo.dist,plant.dist,spat.dist,569,Microbiome ~ phylo.dist + plant.dist + spat.dist,530
530000000,Aitchison,0.07463822559395307,0.142,0.03836856470658416,0.11041746169255542,spat.dist,phylo.dist,plant.dist,569,Microbiome ~ spat.dist + phylo.dist + plant.dist,530
530000000,Aitchison,0.012045961706917813,0.709,-0.014106604137523177,0.028688054477514525,plant.dist,spat.dist,phylo.dist,569,Microbiome ~ plant.dist + spat.dist + phylo.dist,530
540000000,Aitchison,0.2150889479277233,0.001,0.1635125154828957,0.23664579834890737,phylo.dist,plant.dist,spat.dist,564,Microbiome ~ phylo.dist + plant.dist + spat.dist,540
540000000,Aitchison,0.07485582899011467,0.124,0.037725208328921955,0.11513964849828559,spat.dist,phylo.dist,plant.dist,564,Microbiome ~ spat.dist + phylo.dist + plant.dist,540
540000000,Aitchison,0.012157191810834737,0.71,-0.014824667056480743,0.03257140525905907,plant.dist,spat.dist,phylo.dist,564,Microbiome ~ plant.dist + spat.dist + phylo.dist,540
550000000,Aitchison,0.18300211252275436,0.001,0.131104533737986,0.20783064903023857,phylo.dist,plant.dist,spat.dist,551,Microbiome ~ phylo.dist + plant.dist + spat.dist,550
550000000,Aitchison,0.07100494398433932,0.142,0.033565368173692794,0.10916683168980593,spat.dist,phylo.dist,plant.dist,551,Microbiome ~ spat.dist + phylo.dist + plant.dist,550
550000000,Aitchison,0.003310331794228191,0.913,-0.022668486261253326,0.026233564006454678,plant.dist,spat.dist,phylo.dist,551,Microbiome ~ plant.dist + spat.dist + phylo.dist,550
560000000,Aitchison,0.18330913699910026,0.001,0.12690979711286976,0.20834851061321408,phylo.dist,plant.dist,spat.dist,536,Microbiome ~ phylo.dist + plant.dist + spat.dist,560
560000000,Aitchison,0.07231423854358522,0.132,0.030227631777052406,0.11320577309164735,spat.dist,phylo.dist,plant.dist,536,Microbiome ~ spat.dist + phylo.dist + plant.dist,560
560000000,Aitchison,0.0034272234821700457,0.938,-0.01952528088845397,0.026816290206555744,plant.dist,spat.dist,phylo.dist,536,Microbiome ~ plant.dist + spat.dist + phylo.dist,560
570000000,Aitchison,0.18295539711641903,0.001,0.1358035708361797,0.20573222795458307,phylo.dist,plant.dist,spat.dist,527,Microbiome ~ phylo.dist + plant.dist + spat.dist,570
570000000,Aitchison,0.07262612862064784,0.124,0.03726958036312863,0.10745292356859482,spat.dist,phylo.dist,plant.dist,527,Microbiome ~ spat.dist + phylo.dist + plant.dist,570
570000000,Aitchison,0.005097040621104088,0.874,-0.017267743087767348,0.026724367516122713,plant.dist,spat.dist,phylo.dist,527,Microbiome ~ plant.dist + spat.dist + phylo.dist,570
580000000,Aitchison,0.18324939661931716,0.001,0.12928628674652737,0.20930870438535082,phylo.dist,plant.dist,spat.dist,519,Microbiome ~ phylo.dist + plant.dist + spat.dist,580
580000000,Aitchison,0.07307542541824157,0.122,0.03522367316220758,0.10818513714128952,spat.dist,phylo.dist,plant.dist,519,Microbiome ~ spat.dist + phylo.dist + plant.dist,580
580000000,Aitchison,0.00493599357476686,0.889,-0.019379413045500643,0.02719222137786701,plant.dist,spat.dist,phylo.dist,519,Microbiome ~ plant.dist + spat.dist + phylo.dist,580
590000000,Aitchison,0.18295195008773157,0.001,0.1327635858817043,0.2072548279676234,phylo.dist,plant.dist,spat.dist,512,Microbiome ~ phylo.dist + plant.dist + spat.dist,590
590000000,Aitchison,0.07249805541907545,0.138,0.03079027472934855,0.11302973028701807,spat.dist,phylo.dist,plant.dist,512,Microbiome ~ spat.dist + phylo.dist + plant.dist,590
590000000,Aitchison,0.005223324857538302,0.894,-0.02171112797246096,0.026189829669395186,plant.dist,spat.dist,phylo.dist,512,Microbiome ~ plant.dist + spat.dist + phylo.dist,590
600000000,Aitchison,0.18454767111953396,0.001,0.1345532430230554,0.20673839512408274,phylo.dist,plant.dist,spat.dist,502,Microbiome ~ phylo.dist + plant.dist + spat.dist,600
600000000,Aitchison,0.07428412487616487,0.106,0.037421294454886705,0.11413994192436319,spat.dist,phylo.dist,plant.dist,502,Microbiome ~ spat.dist + phylo.dist + plant.dist,600
600000000,Aitchison,0.004786492903178322,0.885,-0.020868156427653217,0.025166466199977783,plant.dist,spat.dist,phylo.dist,502,Microbiome ~ plant.dist + spat.dist + phylo.dist,600
610000000,Aitchison,0.18458035486166224,0.001,0.13032056545696158,0.20903179617002626,phylo.dist,plant.dist,spat.dist,497,Microbiome ~ phylo.dist + plant.dist + spat.dist,610
610000000,Aitchison,0.07471329000602306,0.099,0.035445324346723026,0.11269681338985804,spat.dist,phylo.dist,plant.dist,497,Microbiome ~ spat.dist + phylo.dist + plant.dist,610
610000000,Aitchison,0.004740132672328316,0.897,-0.018178675163332134,0.0258139141052229,plant.dist,spat.dist,phylo.dist,497,Microbiome ~ plant.dist + spat.dist + phylo.dist,610
620000000,Aitchison,0.18477680929470924,0.001,0.13249963213599336,0.20877282927005192,phylo.dist,plant.dist,spat.dist,489,Microbiome ~ phylo.dist + plant.dist + spat.dist,620
620000000,Aitchison,0.07530541879312151,0.126,0.03880635729221936,0.11471917594298471,spat.dist,phylo.dist,plant.dist,489,Microbiome ~ spat.dist + phylo.dist + plant.dist,620
620000000,Aitchison,0.004741211657630076,0.879,-0.020602081692604877,0.027160597422650555,plant.dist,spat.dist,phylo.dist,489,Microbiome ~ plant.dist + spat.dist + phylo.dist,620
630000000,Aitchison,0.18572142586593018,0.001,0.13672416833139384,0.2095363320195348,phylo.dist,plant.dist,spat.dist,475,Microbiome ~ phylo.dist + plant.dist + spat.dist,630
630000000,Aitchison,0.07587486814998426,0.112,0.03195893388040378,0.1113893941221065,spat.dist,phylo.dist,plant.dist,475,Microbiome ~ spat.dist + phylo.dist + plant.dist,630
630000000,Aitchison,0.005482020312605403,0.864,-0.019004823538307104,0.028804930603534652,plant.dist,spat.dist,phylo.dist,475,Microbiome ~ plant.dist + spat.dist + phylo.dist,630
640000000,Aitchison,0.17558199730281204,0.001,0.12461432660757035,0.1984037963416923,phylo.dist,plant.dist,spat.dist,460,Microbiome ~ phylo.dist + plant.dist + spat.dist,640
640000000,Aitchison,0.06285888095424987,0.196,0.02626080143204139,0.1054668139558564,spat.dist,phylo.dist,plant.dist,460,Microbiome ~ spat.dist + phylo.dist + plant.dist,640
640000000,Aitchison,0.01646909021334276,0.635,-0.008680443413141718,0.03769699573861217,plant.dist,spat.dist,phylo.dist,460,Microbiome ~ plant.dist + spat.dist + phylo.dist,640
650000000,Aitchison,0.17251507815697123,0.001,0.1239321727758729,0.19493063452370468,phylo.dist,plant.dist,spat.dist,456,Microbiome ~ phylo.dist + plant.dist + spat.dist,650
650000000,Aitchison,0.0634041481594698,0.196,0.024505864094292663,0.10861135650771711,spat.dist,phylo.dist,plant.dist,456,Microbiome ~ spat.dist + phylo.dist + plant.dist,650
650000000,Aitchison,0.017010877208960593,0.608,-0.006177575158437584,0.03827772412643045,plant.dist,spat.dist,phylo.dist,456,Microbiome ~ plant.dist + spat.dist + phylo.dist,650
660000000,Aitchison,0.17383248104671442,0.001,0.12540130024283486,0.1960155531131073,phylo.dist,plant.dist,spat.dist,450,Microbiome ~ phylo.dist + plant.dist + spat.dist,660
660000000,Aitchison,0.0633405795655077,0.199,0.025663492343803163,0.10210974093096717,spat.dist,phylo.dist,plant.dist,450,Microbiome ~ spat.dist + phylo.dist + plant.dist,660
660000000,Aitchison,0.01675985472863886,0.613,-0.00636294349905636,0.03725533437592323,plant.dist,spat.dist,phylo.dist,450,Microbiome ~ plant.dist + spat.dist + phylo.dist,660
670000000,Aitchison,0.17393602476819173,0.001,0.12071420283091962,0.19690694188026386,phylo.dist,plant.dist,spat.dist,444,Microbiome ~ phylo.dist + plant.dist + spat.dist,670
670000000,Aitchison,0.06300123898492489,0.187,0.02927440822491008,0.1000647393633049,spat.dist,phylo.dist,plant.dist,444,Microbiome ~ spat.dist + phylo.dist + plant.dist,670
670000000,Aitchison,0.017413589918239145,0.582,-0.008257843806663036,0.03976125535215241,plant.dist,spat.dist,phylo.dist,444,Microbiome ~ plant.dist + spat.dist + phylo.dist,670
680000000,Aitchison,0.17490997875051298,0.001,0.1252978866958019,0.19904985879298162,phylo.dist,plant.dist,spat.dist,438,Microbiome ~ phylo.dist + plant.dist + spat.dist,680
680000000,Aitchison,0.06279335093200678,0.204,0.025953790077367686,0.09506672974286184,spat.dist,phylo.dist,plant.dist,438,Microbiome ~ spat.dist + phylo.dist + plant.dist,680
680000000,Aitchison,0.016898565196020232,0.602,-0.009786444833829702,0.03712410536505349,plant.dist,spat.dist,phylo.dist,438,Microbiome ~ plant.dist + spat.dist + phylo.dist,680
690000000,Aitchison,0.17525650853524866,0.001,0.1276796995639867,0.19986339211057758,phylo.dist,plant.dist,spat.dist,435,Microbiome ~ phylo.dist + plant.dist + spat.dist,690
690000000,Aitchison,0.06281553124495408,0.169,0.02416194510829722,0.10123750067746198,spat.dist,phylo.dist,plant.dist,435,Microbiome ~ spat.dist + phylo.dist + plant.dist,690
690000000,Aitchison,0.017024049278673185,0.606,-0.008259243757005374,0.03670639834979597,plant.dist,spat.dist,phylo.dist,435,Microbiome ~ plant.dist + spat.dist + phylo.dist,690
700000000,Aitchison,0.17698080748279202,0.001,0.12824500956529933,0.19870115975812336,phylo.dist,plant.dist,spat.dist,417,Microbiome ~ phylo.dist + plant.dist + spat.dist,700
700000000,Aitchison,0.06370277148706074,0.155,0.029775525983171194,0.09912639721870034,spat.dist,phylo.dist,plant.dist,417,Microbiome ~ spat.dist + phylo.dist + plant.dist,700
700000000,Aitchison,0.017117169908806133,0.595,-0.008062386630549716,0.03691972136542896,plant.dist,spat.dist,phylo.dist,417,Microbiome ~ plant.dist + spat.dist + phylo.dist,700
710000000,Aitchison,0.17683402850626467,0.001,0.1268024211646494,0.19853145715964465,phylo.dist,plant.dist,spat.dist,407,Microbiome ~ phylo.dist + plant.dist + spat.dist,710
710000000,Aitchison,0.063550792079579893,0.208,0.020634005920663168,0.10344854221959235,spat.dist,phylo.dist,plant.dist,407,Microbiome ~ spat.dist + phylo.dist + plant.dist,710
710000000,Aitchison,0.01810927317886271,0.563,-0.004909502572283002,0.039027166488096746,plant.dist,spat.dist,phylo.dist,407,Microbiome ~ plant.dist + spat.dist + phylo.dist,710
720000000,Aitchison,0.17659520755342886,0.001,0.1236347336290387,0.20349907554568847,phylo.dist,plant.dist,spat.dist,401,Microbiome ~ phylo.dist + plant.dist + spat.dist,720
720000000,Aitchison,0.06674152650476096,0.151,0.03492280297819568,0.10523042812102026,spat.dist,phylo.dist,plant.dist,401,Microbiome ~ spat.dist + phylo.dist + plant.dist,720
720000000,Aitchison,0.01850383129966649,0.577,-0.0036837258407395757,0.038350477617106554,plant.dist,spat.dist,phylo.dist,401,Microbiome ~ plant.dist + spat.dist + phylo.dist,720
730000000,Aitchison,0.17890818123578003,0.001,0.12565974562468157,0.20402093281433886,phylo.dist,plant.dist,spat.dist,370,Microbiome ~ phylo.dist + plant.dist + spat.dist,730
730000000,Aitchison,0.07187653038104799,0.14,0.03444005397481541,0.11181789750335022,spat.dist,phylo.dist,plant.dist,370,Microbiome ~ spat.dist + phylo.dist + plant.dist,730
730000000,Aitchison,0.018126064465698956,0.541,-0.0058336177133472365,0.038044229076998795,plant.dist,spat.dist,phylo.dist,370,Microbiome ~ plant.dist + spat.dist + phylo.dist,730
740000000,Aitchison,0.17966998227031117,0.001,0.13283981291683566,0.2016845391999817,phylo.dist,plant.dist,spat.dist,362,Microbiome ~ phylo.dist + plant.dist + spat.dist,740
740000000,Aitchison,0.07232785031762574,0.11,0.032278826816622475,0.10986795322700202,spat.dist,phylo.dist,plant.dist,362,Microbiome ~ spat.dist + phylo.dist + plant.dist,740
740000000,Aitchison,0.019309795438509792,0.547,-0.007907401406788023,0.04237656817043537,plant.dist,spat.dist,phylo.dist,362,Microbiome ~ plant.dist + spat.dist + phylo.dist,740
750000000,Aitchison,0.1786238933696464,0.002,0.13028157990577385,0.20351006066528415,phylo.dist,plant.dist,spat.dist,359,Microbiome ~ phylo.dist + plant.dist + spat.dist,750
750000000,Aitchison,0.07362378290416356,0.125,0.0364994646276538,0.11712183908829578,spat.dist,phylo.dist,plant.dist,359,Microbiome ~ spat.dist + phylo.dist + plant.dist,750
750000000,Aitchison,0.019724596710188485,0.556,-0.005923116206664667,0.041773290504275515,plant.dist,spat.dist,phylo.dist,359,Microbiome ~ plant.dist + spat.dist + phylo.dist,750
760000000,Aitchison,0.17966031694072765,0.001,0.1315452114248048,0.2053798867879941,phylo.dist,plant.dist,spat.dist,351,Microbiome ~ phylo.dist + plant.dist + spat.dist,760
760000000,Aitchison,0.07400197857810019,0.112,0.0366715145369252,0.11606063387062181,spat.dist,phylo.dist,plant.dist,351,Microbiome ~ spat.dist + phylo.dist + plant.dist,760
760000000,Aitchison,0.021769698218586597,0.504,-8.979914767197029e-4,0.041587720144078244,plant.dist,spat.dist,phylo.dist,351,Microbiome ~ plant.dist + spat.dist + phylo.dist,760
770000000,Aitchison,0.17973851480083516,0.001,0.12637869405426946,0.20284644923060086,phylo.dist,plant.dist,spat.dist,346,Microbiome ~ phylo.dist + plant.dist + spat.dist,770
770000000,Aitchison,0.0746673400073493,0.12,0.034035337551918524,0.10952314389469286,spat.dist,phylo.dist,plant.dist,346,Microbiome ~ spat.dist + phylo.dist + plant.dist,770
770000000,Aitchison,0.02187212786636239,0.493,-0.002592695823325951,0.041474480980132726,plant.dist,spat.dist,phylo.dist,346,Microbiome ~ plant.dist + spat.dist + phylo.dist,770
780000000,Aitchison,0.19091247612044732,0.001,0.1440859372560795,0.21206661718615796,phylo.dist,plant.dist,spat.dist,321,Microbiome ~ phylo.dist + plant.dist + spat.dist,780
780000000,Aitchison,0.093116446719567,0.044,0.05875677561334556,0.1350738389283442,spat.dist,phylo.dist,plant.dist,321,Microbiome ~ spat.dist + phylo.dist + plant.dist,780
780000000,Aitchison,-0.0023917895979534576,0.918,-0.02551715026773331,0.01715266318586903,plant.dist,spat.dist,phylo.dist,321,Microbiome ~ plant.dist + spat.dist + phylo.dist,780
790000000,Aitchison,0.17962217984340847,0.001,0.1308612140565647,0.20234596854382625,phylo.dist,plant.dist,spat.dist,307,Microbiome ~ phylo.dist + plant.dist + spat.dist,790
790000000,Aitchison,0.047157806721951606,0.371,0.01424966685557626,0.0817754870563023,spat.dist,phylo.dist,plant.dist,307,Microbiome ~ spat.dist + phylo.dist + plant.dist,790
790000000,Aitchison,-0.0182326439638426,0.575,-0.04203974825792692,0.00333423802809136,plant.dist,spat.dist,phylo.dist,307,Microbiome ~ plant.dist + spat.dist + phylo.dist,790
800000000,Aitchison,0.17652568111026157,0.001,0.12923536126979168,0.19879599092970973,phylo.dist,plant.dist,spat.dist,289,Microbiome ~ phylo.dist + plant.dist + spat.dist,800
800000000,Aitchison,0.04828706675331071,0.298,0.014822160041065853,0.0860623666712427,spat.dist,phylo.dist,plant.dist,289,Microbiome ~ spat.dist + phylo.dist + plant.dist,800
800000000,Aitchison,-0.01568070506810534,0.635,-0.04105865142286961,0.0023669514535279977,plant.dist,spat.dist,phylo.dist,289,Microbiome ~ plant.dist + spat.dist + phylo.dist,800
810000000,Aitchison,0.17721134041783487,0.002,0.12930785174489273,0.19881687402102344,phylo.dist,plant.dist,spat.dist,284,Microbiome ~ phylo.dist + plant.dist + spat.dist,810
810000000,Aitchison,0.04870094516891937,0.299,0.016809407664733496,0.08242704220566566,spat.dist,phylo.dist,plant.dist,284,Microbiome ~ spat.dist + phylo.dist + plant.dist,810
810000000,Aitchison,-0.016063506650548322,0.652,-0.039945290386515786,0.0038795866637019415,plant.dist,spat.dist,phylo.dist,284,Microbiome ~ plant.dist + spat.dist + phylo.dist,810
820000000,Aitchison,0.17547806776528177,0.001,0.1366176305697051,0.19922258011424093,phylo.dist,plant.dist,spat.dist,282,Microbiome ~ phylo.dist + plant.dist + spat.dist,820
820000000,Aitchison,0.04940577895891977,0.323,0.01826836394754308,0.08445966591740203,spat.dist,phylo.dist,plant.dist,282,Microbiome ~ spat.dist + phylo.dist + plant.dist,820
820000000,Aitchison,-0.01493316030871926,0.622,-0.04048978041322497,0.004975234605911439,plant.dist,spat.dist,phylo.dist,282,Microbiome ~ plant.dist + spat.dist + phylo.dist,820
830000000,Aitchison,0.17405410207273112,0.002,0.1307281049308308,0.1947150903793911,phylo.dist,plant.dist,spat.dist,279,Microbiome ~ phylo.dist + plant.dist + spat.dist,830
830000000,Aitchison,0.05007182830807091,0.308,0.015015145119701527,0.08501090950576677,spat.dist,phylo.dist,plant.dist,279,Microbiome ~ spat.dist + phylo.dist + plant.dist,830
830000000,Aitchison,-0.014082428910820179,0.683,-0.03822015858406701,0.004591469819424888,plant.dist,spat.dist,phylo.dist,279,Microbiome ~ plant.dist + spat.dist + phylo.dist,830
840000000,Aitchison,0.17403184750401837,0.001,0.12442099888871724,0.19735908641149075,phylo.dist,plant.dist,spat.dist,270,Microbiome ~ phylo.dist + plant.dist + spat.dist,840
840000000,Aitchison,0.04961586983706536,0.314,0.014105024090459647,0.08374360847066367,spat.dist,phylo.dist,plant.dist,270,Microbiome ~ spat.dist + phylo.dist + plant.dist,840
840000000,Aitchison,-0.013450389482756427,0.683,-0.039020651262789446,0.0047080521346476644,plant.dist,spat.dist,phylo.dist,270,Microbiome ~ plant.dist + spat.dist + phylo.dist,840
850000000,Aitchison,0.17526435493966494,0.001,0.13490029801885767,0.19804822068261352,phylo.dist,plant.dist,spat.dist,265,Microbiome ~ phylo.dist + plant.dist + spat.dist,850
850000000,Aitchison,0.04526192275052941,0.36,0.01579432844997864,0.07981004921042739,spat.dist,phylo.dist,plant.dist,265,Microbiome ~ spat.dist + phylo.dist + plant.dist,850
850000000,Aitchison,-0.011618143553574246,0.701,-0.03406946593821471,0.00786670994922337,plant.dist,spat.dist,phylo.dist,265,Microbiome ~ plant.dist + spat.dist + phylo.dist,850
860000000,Aitchison,0.17523395934904928,0.001,0.128747473302059,0.19984744837730778,phylo.dist,plant.dist,spat.dist,262,Microbiome ~ phylo.dist + plant.dist + spat.dist,860
860000000,Aitchison,0.045502300913527874,0.395,0.013166803401095672,0.08395974335742915,spat.dist,phylo.dist,plant.dist,262,Microbiome ~ spat.dist + phylo.dist + plant.dist,860
860000000,Aitchison,-0.011526979337610679,0.739,-0.03525074895835506,0.006935339343832687,plant.dist,spat.dist,phylo.dist,262,Microbiome ~ plant.dist + spat.dist + phylo.dist,860
870000000,Aitchison,0.1763597918473014,0.001,0.12886504914969452,0.19745909416650298,phylo.dist,plant.dist,spat.dist,259,Microbiome ~ phylo.dist + plant.dist + spat.dist,870
870000000,Aitchison,0.04194150860185735,0.375,0.012488626129589626,0.07320029032223394,spat.dist,phylo.dist,plant.dist,259,Microbiome ~ spat.dist + phylo.dist + plant.dist,870
870000000,Aitchison,-0.011258528263773661,0.709,-0.03306208541358621,0.00657799130327642,plant.dist,spat.dist,phylo.dist,259,Microbiome ~ plant.dist + spat.dist + phylo.dist,870
880000000,Aitchison,0.17660566636993474,0.001,0.13226935939887816,0.2005903787865166,phylo.dist,plant.dist,spat.dist,257,Microbiome ~ phylo.dist + plant.dist + spat.dist,880
880000000,Aitchison,0.042036092392702173,0.396,0.010916139989036788,0.07730030887537184,spat.dist,phylo.dist,plant.dist,257,Microbiome ~ spat.dist + phylo.dist + plant.dist,880
880000000,Aitchison,-0.01119627134521739,0.728,-0.034785646483381484,0.008455180633485484,plant.dist,spat.dist,phylo.dist,257,Microbiome ~ plant.dist + spat.dist + phylo.dist,880
890000000,Aitchison,0.1765802703015259,0.001,0.13352645587231754,0.1973785895716887,phylo.dist,plant.dist,spat.dist,253,Microbiome ~ phylo.dist + plant.dist + spat.dist,890
890000000,Aitchison,0.044465704932187,0.366,0.012741162946277569,0.07742258500904858,spat.dist,phylo.dist,plant.dist,253,Microbiome ~ spat.dist + phylo.dist + plant.dist,890
890000000,Aitchison,-0.010702890422012019,0.75,-0.03563548289469515,0.007157591533432285,plant.dist,spat.dist,phylo.dist,253,Microbiome ~ plant.dist + spat.dist + phylo.dist,890
900000000,Aitchison,0.17536075590460112,0.001,0.1289578750665128,0.1966080685503142,phylo.dist,plant.dist,spat.dist,250,Microbiome ~ phylo.dist + plant.dist + spat.dist,900
900000000,Aitchison,0.04549072985640256,0.372,0.010249607420090644,0.08532301355868657,spat.dist,phylo.dist,plant.dist,250,Microbiome ~ spat.dist + phylo.dist + plant.dist,900
900000000,Aitchison,-0.010194424392897873,0.764,-0.033599524225730815,0.01008028576041839,plant.dist,spat.dist,phylo.dist,250,Microbiome ~ plant.dist + spat.dist + phylo.dist,900
910000000,Aitchison,0.17543885302760737,0.001,0.13301734571438834,0.1990551537641012,phylo.dist,plant.dist,spat.dist,247,Microbiome ~ phylo.dist + plant.dist + spat.dist,910
910000000,Aitchison,0.045658619926423394,0.344,0.015586436881874024,0.08319775940217625,spat.dist,phylo.dist,plant.dist,247,Microbiome ~ spat.dist + phylo.dist + plant.dist,910
910000000,Aitchison,-0.009915601757552508,0.764,-0.03580255146885554,0.009584151632657158,plant.dist,spat.dist,phylo.dist,247,Microbiome ~ plant.dist + spat.dist + phylo.dist,910
920000000,Aitchison,0.1672214723612575,0.001,0.12240664598854128,0.1898268367781444,phylo.dist,plant.dist,spat.dist,239,Microbiome ~ phylo.dist + plant.dist + spat.dist,920
920000000,Aitchison,0.04179397246476308,0.376,0.004943135862763356,0.07643863294610546,spat.dist,phylo.dist,plant.dist,239,Microbiome ~ spat.dist + phylo.dist + plant.dist,920
920000000,Aitchison,-0.005980754978062066,0.85,-0.02950916616473922,0.015216547177776863,plant.dist,spat.dist,phylo.dist,239,Microbiome ~ plant.dist + spat.dist + phylo.dist,920
930000000,Aitchison,0.1673682029045735,0.001,0.12226289686137706,0.18881675074694898,phylo.dist,plant.dist,spat.dist,237,Microbiome ~ phylo.dist + plant.dist + spat.dist,930
930000000,Aitchison,0.04198673151647657,0.391,0.007899948367769532,0.07786948609357415,spat.dist,phylo.dist,plant.dist,237,Microbiome ~ spat.dist + phylo.dist + plant.dist,930
930000000,Aitchison,-0.005976406236363758,0.852,-0.03084939535602637,0.013779798882772898,plant.dist,spat.dist,phylo.dist,237,Microbiome ~ plant.dist + spat.dist + phylo.dist,930
940000000,Aitchison,0.16620892264562298,0.001,0.12551621736515986,0.18835039523806768,phylo.dist,plant.dist,spat.dist,231,Microbiome ~ phylo.dist + plant.dist + spat.dist,940
940000000,Aitchison,0.04200855828362612,0.367,0.006617746062809283,0.07741575102532863,spat.dist,phylo.dist,plant.dist,231,Microbiome ~ spat.dist + phylo.dist + plant.dist,940
940000000,Aitchison,-0.005761027333938176,0.845,-0.02652273230310922,0.01263130161328321,plant.dist,spat.dist,phylo.dist,231,Microbiome ~ plant.dist + spat.dist + phylo.dist,940
950000000,Aitchison,0.16626934770539953,0.002,0.12388078761548903,0.1862973406272591,phylo.dist,plant.dist,spat.dist,225,Microbiome ~ phylo.dist + plant.dist + spat.dist,950
950000000,Aitchison,0.04261184785120695,0.355,0.0060171696341647625,0.07420045219061534,spat.dist,phylo.dist,plant.dist,225,Microbiome ~ spat.dist + phylo.dist + plant.dist,950
950000000,Aitchison,-0.0057209859147297586,0.856,-0.02736963914198947,0.01461343923913946,plant.dist,spat.dist,phylo.dist,225,Microbiome ~ plant.dist + spat.dist + phylo.dist,950
960000000,Aitchison,0.1657885863471034,0.002,0.12035104697334417,0.18935516571278505,phylo.dist,plant.dist,spat.dist,223,Microbiome ~ phylo.dist + plant.dist + spat.dist,960
960000000,Aitchison,0.042904329032516904,0.368,0.008105980737686317,0.07824521975366125,spat.dist,phylo.dist,plant.dist,223,Microbiome ~ spat.dist + phylo.dist + plant.dist,960
960000000,Aitchison,-0.005479765105076699,0.875,-0.02819582433039189,0.015072454380150596,plant.dist,spat.dist,phylo.dist,223,Microbiome ~ plant.dist + spat.dist + phylo.dist,960
970000000,Aitchison,0.16569408509782424,0.001,0.11839709931923792,0.18736620227406453,phylo.dist,plant.dist,spat.dist,219,Microbiome ~ phylo.dist + plant.dist + spat.dist,970
970000000,Aitchison,0.043880755736642685,0.332,0.009803113969735704,0.08240308986451528,spat.dist,phylo.dist,plant.dist,219,Microbiome ~ spat.dist + phylo.dist + plant.dist,970
970000000,Aitchison,-0.004761704438851921,0.878,-0.027536449395860543,0.014238279171941617,plant.dist,spat.dist,phylo.dist,219,Microbiome ~ plant.dist + spat.dist + phylo.dist,970
980000000,Aitchison,0.165557959007808,0.001,0.12327543072952274,0.18730950842224697,phylo.dist,plant.dist,spat.dist,215,Microbiome ~ phylo.dist + plant.dist + spat.dist,980
980000000,Aitchison,0.04384708182355959,0.345,0.006576275105077288,0.08040776302497071,spat.dist,phylo.dist,plant.dist,215,Microbiome ~ spat.dist + phylo.dist + plant.dist,980
980000000,Aitchison,-0.004471279224171441,0.878,-0.03144101400095248,0.014171056358431335,plant.dist,spat.dist,phylo.dist,215,Microbiome ~ plant.dist + spat.dist + phylo.dist,980
990000000,Aitchison,0.1653049385086554,0.003,0.12379243855496873,0.18854973866761782,phylo.dist,plant.dist,spat.dist,212,Microbiome ~ phylo.dist + plant.dist + spat.dist,990
990000000,Aitchison,0.04448668835607866,0.356,0.011613994180669754,0.08057352601766468,spat.dist,phylo.dist,plant.dist,212,Microbiome ~ spat.dist + phylo.dist + plant.dist,990
990000000,Aitchison,-0.004312597740488008,0.884,-0.027695787668803807,0.015705150878766613,plant.dist,spat.dist,phylo.dist,212,Microbiome ~ plant.dist + spat.dist + phylo.dist,990
1000000000,Aitchison,0.16522132924191624,0.002,0.12528237764004724,0.18814631061096662,phylo.dist,plant.dist,spat.dist,204,Microbiome ~ phylo.dist + plant.dist + spat.dist,1000
1000000000,Aitchison,0.04347840932160108,0.362,0.006629364939161275,0.08091092344660333,spat.dist,phylo.dist,plant.dist,204,Microbiome ~ spat.dist + phylo.dist + plant.dist,1000
