joint,values,upper,Sample_Name,OTU,signif
Trioza_obscura-SV97_Candidatus_Carsonella,-14.336190440479328,-14.298499706367808,Trioza_obscura,SV97_Candidatus_Carsonella,1
Trioza_dacrydii-SV98_Candidatus_Carsonella,-11.505700863879285,-11.443532908282007,Trioza_dacrydii,SV98_Candidatus_Carsonella,0
Trioza_OMAHUTA-SV99_Candidatus_Carsonella,-11.323903466188725,-11.279226882258294,Trioza_OMAHUTA,SV99_Candidatus_Carsonella,0
Trioza_sp_B-SV100_Candidatus_Carsonella,-10.815198514324829,-10.759639264795261,Trioza_sp_B,SV100_Candidatus_Carsonella,0
Trioza_compressa-SV101_Candidatus_Carsonella,-10.275658654315516,-10.239529463631664,Trioza_compressa,SV101_Candidatus_Carsonella,0
Trioza_BRENDA_MAY-SV102_Candidatus_Carsonella,-11.580435580209418,-11.522147243395633,Trioza_BRENDA_MAY,SV102_Candidatus_Carsonella,0
Trioza_doryphora-SV103_Candidatus_Carsonella,-11.19432336831267,-11.131769073567916,Trioza_doryphora,SV103_Candidatus_Carsonella,0
Trioza_subvexa-SV104_Candidatus_Carsonella,-9.789384041715033,-9.758616353501884,Trioza_subvexa,SV104_Candidatus_Carsonella,0
Trioza_subacuta-SV105_Candidatus_Carsonella,-10.31659287815993,-10.280905138971434,Trioza_subacuta,SV105_Candidatus_Carsonella,0
Trioza_colorata-SV106_Candidatus_Carsonella,-11.438539360703833,-11.40409765827012,Trioza_colorata,SV106_Candidatus_Carsonella,0
Trioza_discariae-SV107_Candidatus_Carsonella,-13.661882239081935,-13.606589171163161,Trioza_discariae,SV107_Candidatus_Carsonella,0
Trioza_discariae-SV108_Candidatus_Carsonella,-13.48781877867347,-13.43216506169214,Trioza_discariae,SV108_Candidatus_Carsonella,0
Trioza_fasciata-SV109_Candidatus_Carsonella,-13.522627639673688,-13.475821933868147,Trioza_fasciata,SV109_Candidatus_Carsonella,0
Trioza_fasciata-SV110_Candidatus_Carsonella,-13.544534045114375,-13.488982871571844,Trioza_fasciata,SV110_Candidatus_Carsonella,0
Trioza_adventicia-SV121_o__Ga0077536,-32.6947160900647,-32.65323297657466,Trioza_adventicia,SV121_o__Ga0077536,1
Trioza_doryphora-SV121_o__Ga0077536,-10.318311217225418,-10.295733467725045,Trioza_doryphora,SV121_o__Ga0077536,0
Trioza_discariae-SV121_o__Ga0077536,-11.2159147070704,-11.17931668667786,Trioza_discariae,SV121_o__Ga0077536,0
Trioza_vitreoradiata-SV121_o__Ga0077536,-9.325593349914156,-9.296999229749746,Trioza_vitreoradiata,SV121_o__Ga0077536,0
Trioza_fasciata-SV121_o__Ga0077536,-13.188167282574106,-13.141632314340596,Trioza_fasciata,SV121_o__Ga0077536,0
Trioza_irregularis-SV121_o__Ga0077536,-11.834183495650354,-11.809363698114435,Trioza_irregularis,SV121_o__Ga0077536,0
Trioza_sp_C-SV121_o__Ga0077536,-12.01132927851566,-11.981992715415428,Trioza_sp_C,SV121_o__Ga0077536,0
Trioza_panacis-SV121_o__Ga0077536,-11.533489393818382,-11.503584661809567,Trioza_panacis,SV121_o__Ga0077536,0
Trioza_PRICES_VALLEY-SV121_o__Ga0077536,-17.123665115245256,-17.088535854054708,Trioza_PRICES_VALLEY,SV121_o__Ga0077536,1
Trioza_OMAHUTA-SV126_Pseudomonas,-10.278766985452776,-10.259985181817758,Trioza_OMAHUTA,SV126_Pseudomonas,0
Trioza_decurvata-SV126_Pseudomonas,-11.338911243233063,-11.311244929071934,Trioza_decurvata,SV126_Pseudomonas,0
Trioza_dacrydii-SV126_Pseudomonas,-13.27857290160271,-13.241745825406065,Trioza_dacrydii,SV126_Pseudomonas,0
Trioza_sp_A-SV126_Pseudomonas,-9.096776087517336,-9.067144846012633,Trioza_sp_A,SV126_Pseudomonas,0
Trioza_vitreoradiata-SV126_Pseudomonas,-8.661560931969456,-8.633694863982857,Trioza_vitreoradiata,SV126_Pseudomonas,0
Trioza_sp_D-SV126_Pseudomonas,-9.137820549168696,-9.111244459189388,Trioza_sp_D,SV126_Pseudomonas,0
Trioza_irregularis-SV126_Pseudomonas,-10.494876971273243,-10.46888280251552,Trioza_irregularis,SV126_Pseudomonas,0
Trioza_hebicola-SV127_f__Pseudomonadaceae,-10.400236310016451,-10.374893961131203,Trioza_hebicola,SV127_f__Pseudomonadaceae,0
Trioza_panacis-SV128_Pseudomonas,-11.274217702538117,-11.247279616257039,Trioza_panacis,SV128_Pseudomonas,0
Trioza_discariae-SV130_Pseudomonas,-11.197737065010035,-11.171541291848582,Trioza_discariae,SV130_Pseudomonas,0
Trioza_fasciata-SV130_Pseudomonas,-12.75201238857166,-12.724484886902918,Trioza_fasciata,SV130_Pseudomonas,0
Trioza_PRICES_VALLEY-SV130_Pseudomonas,-18.129874356144803,-18.099789382602168,Trioza_PRICES_VALLEY,SV130_Pseudomonas,1
Trioza_bifida-SV131_Pseudomonas,-10.604685793052253,-10.572293373957335,Trioza_bifida,SV131_Pseudomonas,0
Trioza_colorata-SV131_Pseudomonas,-12.461519331817321,-12.436402983252652,Trioza_colorata,SV131_Pseudomonas,0
Trioza_fasciata-SV132_Pseudomonas,-12.847130657354489,-12.822024526608345,Trioza_fasciata,SV132_Pseudomonas,0
Trioza_curta-SV133_Pseudomonas,-32.66965434779166,-32.63485391170188,Trioza_curta,SV133_Pseudomonas,1
Trioza_BRENDA_MAY-SV133_Pseudomonas,-9.885278715769573,-9.868053228785746,Trioza_BRENDA_MAY,SV133_Pseudomonas,0
Trioza_subvexa-SV133_Pseudomonas,-10.23682324440749,-10.218627085202371,Trioza_subvexa,SV133_Pseudomonas,0
Trioza_OMAHUTA-SV133_Pseudomonas,-10.047689444846451,-10.028057518712451,Trioza_OMAHUTA,SV133_Pseudomonas,0
Trioza_sp_B-SV133_Pseudomonas,-10.295468283424952,-10.275186688471251,Trioza_sp_B,SV133_Pseudomonas,0
Trioza_compressa-SV133_Pseudomonas,-10.33843007719603,-10.320262333246838,Trioza_compressa,SV133_Pseudomonas,0
Trioza_bifida-SV133_Pseudomonas,-10.625683363001176,-10.597475981793357,Trioza_bifida,SV133_Pseudomonas,0
Trioza_gourlayi-SV133_Pseudomonas,-10.727137535460926,-10.708224234307579,Trioza_gourlayi,SV133_Pseudomonas,0
Trioza_colorata-SV133_Pseudomonas,-12.42860626711326,-12.40666803357613,Trioza_colorata,SV133_Pseudomonas,0
Trioza_dacrydii-SV133_Pseudomonas,-12.441888239682749,-12.416435034666948,Trioza_dacrydii,SV133_Pseudomonas,0
Trioza_obscura-SV133_Pseudomonas,-14.47490129471081,-14.452719380616124,Trioza_obscura,SV133_Pseudomonas,1
Trioza_FORTROSE-SV133_Pseudomonas,-12.015213791653844,-11.990872533988206,Trioza_FORTROSE,SV133_Pseudomonas,0
Trioza_sp_A-SV133_Pseudomonas,-9.471624773312069,-9.448183419240776,Trioza_sp_A,SV133_Pseudomonas,0
Trioza_vitreoradiata-SV133_Pseudomonas,-9.16384079765942,-9.13870553659637,Trioza_vitreoradiata,SV133_Pseudomonas,0
Trioza_sp_D-SV133_Pseudomonas,-9.44360300420913,-9.424263958256162,Trioza_sp_D,SV133_Pseudomonas,0
Trioza_irregularis-SV133_Pseudomonas,-10.84291067663741,-10.826208700643269,Trioza_irregularis,SV133_Pseudomonas,0
Trioza_MASSEY-SV133_Pseudomonas,-17.68341723992535,-17.653963778830875,Trioza_MASSEY,SV133_Pseudomonas,1
Trioza_OMAHUTA-SV137_Pseudomonas,-10.039514199645518,-10.024559033913755,Trioza_OMAHUTA,SV137_Pseudomonas,0
Trioza_decurvata-SV137_Pseudomonas,-11.076628396287438,-11.056665024208126,Trioza_decurvata,SV137_Pseudomonas,0
Trioza_vitreoradiata-SV137_Pseudomonas,-8.863842889549169,-8.843018998395706,Trioza_vitreoradiata,SV137_Pseudomonas,0
Trioza_irregularis-SV137_Pseudomonas,-10.901533659823262,-10.878157677054967,Trioza_irregularis,SV137_Pseudomonas,0
Trioza_PRICES_VALLEY-SV138_Pseudomonas,-18.537424650964766,-18.50347102114669,Trioza_PRICES_VALLEY,SV138_Pseudomonas,1
Trioza_bifida-SV139_Pseudomonas,-10.64356044981249,-10.611852998943585,Trioza_bifida,SV139_Pseudomonas,0
Trioza_vitreoradiata-SV139_Pseudomonas,-9.172172537256577,-9.144172250604282,Trioza_vitreoradiata,SV139_Pseudomonas,0
Trioza_sp_D-SV139_Pseudomonas,-9.49405682873229,-9.468191684806872,Trioza_sp_D,SV139_Pseudomonas,0
Trioza_colorata-SV141_Pseudomonas,-12.420669537685589,-12.402416092885632,Trioza_colorata,SV141_Pseudomonas,0
Trioza_adventicia-SV142_Pseudomonas,-33.732579147064776,-33.69610185806659,Trioza_adventicia,SV142_Pseudomonas,1
Trioza_colorata-SV142_Pseudomonas,-12.017168109996895,-11.997388071760707,Trioza_colorata,SV142_Pseudomonas,0
Trioza_panacis-SV142_Pseudomonas,-11.009373628498686,-10.981285681340355,Trioza_panacis,SV142_Pseudomonas,0
Trioza_sp_D-SV144_Pseudomonas,-9.359701814751578,-9.335441136271637,Trioza_sp_D,SV144_Pseudomonas,0
Trioza_panacis-SV145_Pseudomonas,-11.236900411207788,-11.20235921994338,Trioza_panacis,SV145_Pseudomonas,0
Trioza_PRICES_VALLEY-SV145_Pseudomonas,-17.74110156671338,-17.707688273692057,Trioza_PRICES_VALLEY,SV145_Pseudomonas,1
Trioza_adventicia-SV146_Pseudomonas,-32.79426083305693,-32.760217297381374,Trioza_adventicia,SV146_Pseudomonas,1
Trioza_fasciata-SV146_Pseudomonas,-12.456233191709366,-12.421925240620133,Trioza_fasciata,SV146_Pseudomonas,0
Trioza_bifida-SV148_Pseudomonas,-10.835490280429047,-10.812491875994203,Trioza_bifida,SV148_Pseudomonas,0
Trioza_BRENDA_MAY-SV150_f__Pseudomonadaceae,-9.789061783281362,-9.77404253593319,Trioza_BRENDA_MAY,SV150_f__Pseudomonadaceae,0
Trioza_vitreoradiata-SV151_Pseudomonas,-8.791567541892912,-8.771103524183495,Trioza_vitreoradiata,SV151_Pseudomonas,0
Trioza_curta-SV155_o__Enterobacterales,-32.91950027173444,-32.86343089276739,Trioza_curta,SV155_o__Enterobacterales,1
Trioza_discariae-SV162_c__Gammaproteobacteria,-11.21879922338547,-11.196013640032579,Trioza_discariae,SV162_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV163_o__Enterobacterales,-8.358123602312293,-8.330228598597495,Trioza_vitreoradiata,SV163_o__Enterobacterales,0
Trioza_vitreoradiata-SV164_o__Enterobacterales,-8.22110707799174,-8.192604268412268,Trioza_vitreoradiata,SV164_o__Enterobacterales,0
Trioza_vitreoradiata-SV165_c__Gammaproteobacteria,-8.015422994144357,-7.9886020826746,Trioza_vitreoradiata,SV165_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV168_Sodalis,-8.151517574522225,-8.121151034419169,Trioza_vitreoradiata,SV168_Sodalis,0
Trioza_irregularis-SV168_Sodalis,-10.622407487859752,-10.592826746017838,Trioza_irregularis,SV168_Sodalis,0
Trioza_curta-SV171_o__Enterobacterales,-32.83306010688447,-32.78733941388426,Trioza_curta,SV171_o__Enterobacterales,1
Trioza_vitreoradiata-SV172_f__Pectobacteriaceae,-8.061869224918969,-8.035080068898091,Trioza_vitreoradiata,SV172_f__Pectobacteriaceae,0
Trioza_vitreoradiata-SV173_o__Enterobacterales,-7.944515936623902,-7.911797304260841,Trioza_vitreoradiata,SV173_o__Enterobacterales,0
Trioza_MASSEY-SV175_c__Gammaproteobacteria,-18.308718091960234,-18.280748733581973,Trioza_MASSEY,SV175_c__Gammaproteobacteria,1
Trioza_curta-SV176_c__Gammaproteobacteria,-32.76949073550348,-32.732343115437345,Trioza_curta,SV176_c__Gammaproteobacteria,1
Trioza_compressa-SV176_c__Gammaproteobacteria,-11.290223538203328,-11.267676882060565,Trioza_compressa,SV176_c__Gammaproteobacteria,0
Trioza_bifida-SV177_d__Bacteria,-12.292920219549329,-12.26346880441472,Trioza_bifida,SV177_d__Bacteria,0
Trioza_vitreoradiata-SV177_d__Bacteria,-7.722833880682327,-7.6914524953202585,Trioza_vitreoradiata,SV177_d__Bacteria,0
Trioza_doryphora-SV178_c__Gammaproteobacteria,-11.176755993084798,-11.152209846857517,Trioza_doryphora,SV178_c__Gammaproteobacteria,0
Trioza_BRENDA_MAY-SV179_c__Gammaproteobacteria,-10.52255147264122,-10.499952927425507,Trioza_BRENDA_MAY,SV179_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV179_c__Gammaproteobacteria,-8.079600195595985,-8.049082720954583,Trioza_vitreoradiata,SV179_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV180_o__Enterobacterales,-8.368389197708778,-8.336734402579037,Trioza_vitreoradiata,SV180_o__Enterobacterales,0
Trioza_gourlayi-SV183_c__Gammaproteobacteria,-11.36169666403519,-11.336967844315163,Trioza_gourlayi,SV183_c__Gammaproteobacteria,0
Trioza_sp_A-SV183_c__Gammaproteobacteria,-8.941702757100597,-8.913308596443096,Trioza_sp_A,SV183_c__Gammaproteobacteria,0
Trioza_adventicia-SV187_o__Enterobacterales,-32.65403956032265,-32.62470207635676,Trioza_adventicia,SV187_o__Enterobacterales,1
Trioza_compressa-SV187_o__Enterobacterales,-10.626610246583374,-10.6026024343829,Trioza_compressa,SV187_o__Enterobacterales,0
Trioza_decurvata-SV187_o__Enterobacterales,-11.192851553814059,-11.162386376812394,Trioza_decurvata,SV187_o__Enterobacterales,0
Trioza_dacrydii-SV187_o__Enterobacterales,-13.628386853597917,-13.589086804738955,Trioza_dacrydii,SV187_o__Enterobacterales,0
Trioza_emarginata-SV187_o__Enterobacterales,-9.842164423747345,-9.82144988357507,Trioza_emarginata,SV187_o__Enterobacterales,0
Trioza_hebicola-SV187_o__Enterobacterales,-10.314923995132157,-10.28453343696009,Trioza_hebicola,SV187_o__Enterobacterales,0
Trioza_sp_A-SV187_o__Enterobacterales,-9.121405457450178,-9.094214090303648,Trioza_sp_A,SV187_o__Enterobacterales,0
Trioza_vitreoradiata-SV187_o__Enterobacterales,-8.680590955221412,-8.651196511810758,Trioza_vitreoradiata,SV187_o__Enterobacterales,0
Trioza_fasciata-SV187_o__Enterobacterales,-12.798265700485127,-12.773030730841848,Trioza_fasciata,SV187_o__Enterobacterales,0
Trioza_irregularis-SV187_o__Enterobacterales,-10.309291315566663,-10.285585556249016,Trioza_irregularis,SV187_o__Enterobacterales,0
Trioza_panacis-SV187_o__Enterobacterales,-10.990208665592913,-10.96158656398532,Trioza_panacis,SV187_o__Enterobacterales,0
Trioza_dacrydii-SV189_o__Enterobacterales,-13.261279462074743,-13.229247950024561,Trioza_dacrydii,SV189_o__Enterobacterales,0
Trioza_irregularis-SV189_o__Enterobacterales,-10.830475587140956,-10.805600708288884,Trioza_irregularis,SV189_o__Enterobacterales,0
Trioza_adventicia-SV190_c__Gammaproteobacteria,-32.392479457158885,-32.36161293327265,Trioza_adventicia,SV190_c__Gammaproteobacteria,1
Trioza_vitreoradiata-SV193_f__Morganellaceae,-8.131391458021614,-8.102656956103589,Trioza_vitreoradiata,SV193_f__Morganellaceae,0
Trioza_acuta_B-SV194_f__Morganellaceae,-12.649578874648283,-12.617686509197918,Trioza_acuta_B,SV194_f__Morganellaceae,0
Trioza_colorata-SV194_f__Morganellaceae,-12.997742202646211,-12.974304426213283,Trioza_colorata,SV194_f__Morganellaceae,0
Trioza_hebicola-SV196_f__Morganellaceae,-9.990144925240852,-9.956430970904819,Trioza_hebicola,SV196_f__Morganellaceae,0
Trioza_subacuta-SV200_c__Gammaproteobacteria,-10.482815812943842,-10.45954731951731,Trioza_subacuta,SV200_c__Gammaproteobacteria,0
Trioza_doryphora-SV201_d__Bacteria,-10.851108472306402,-10.823887877657645,Trioza_doryphora,SV201_d__Bacteria,0
Trioza_irregularis-SV201_d__Bacteria,-11.237673380853622,-11.210030079983897,Trioza_irregularis,SV201_d__Bacteria,0
Trioza_BRENDA_MAY-SV202_c__Gammaproteobacteria,-10.212037634222488,-10.186195749776884,Trioza_BRENDA_MAY,SV202_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV202_c__Gammaproteobacteria,-8.316427374341087,-8.283292617467684,Trioza_vitreoradiata,SV202_c__Gammaproteobacteria,0
Trioza_curta-SV203_c__Gammaproteobacteria,-32.06520220797444,-32.029220200262316,Trioza_curta,SV203_c__Gammaproteobacteria,1
Trioza_compressa-SV203_c__Gammaproteobacteria,-11.256282325650236,-11.2277102688066,Trioza_compressa,SV203_c__Gammaproteobacteria,0
Trioza_subvexa-SV204_c__Gammaproteobacteria,-10.27846766876147,-10.259417107834087,Trioza_subvexa,SV204_c__Gammaproteobacteria,0
Trioza_OMAHUTA-SV204_c__Gammaproteobacteria,-10.676968406819617,-10.652690691308937,Trioza_OMAHUTA,SV204_c__Gammaproteobacteria,0
Trioza_MASSEY-SV204_c__Gammaproteobacteria,-17.840990378068344,-17.799170029128465,Trioza_MASSEY,SV204_c__Gammaproteobacteria,1
Trioza_subvexa-SV205_c__Gammaproteobacteria,-10.37583377102207,-10.35510855129971,Trioza_subvexa,SV205_c__Gammaproteobacteria,0
Trioza_gourlayi-SV206_c__Gammaproteobacteria,-11.491857401536175,-11.472654502040895,Trioza_gourlayi,SV206_c__Gammaproteobacteria,0
Trioza_sp_A-SV206_c__Gammaproteobacteria,-8.90406835790462,-8.877308813761609,Trioza_sp_A,SV206_c__Gammaproteobacteria,0
Trioza_bifida-SV207_c__Gammaproteobacteria,-11.461446838363955,-11.433973029030943,Trioza_bifida,SV207_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV207_c__Gammaproteobacteria,-8.240406850540404,-8.212463895451874,Trioza_vitreoradiata,SV207_c__Gammaproteobacteria,0
Trioza_MASSEY-SV208_c__Gammaproteobacteria,-17.982294375368866,-17.94718617473046,Trioza_MASSEY,SV208_c__Gammaproteobacteria,1
Trioza_obscura-SV209_c__Gammaproteobacteria,-14.492016910877801,-14.466398680219653,Trioza_obscura,SV209_c__Gammaproteobacteria,1
Trioza_MASSEY-SV209_c__Gammaproteobacteria,-17.628160921444163,-17.59519313581524,Trioza_MASSEY,SV209_c__Gammaproteobacteria,1
Trioza_acuta-SV210_d__Bacteria,-11.79002801729854,-11.753742671666322,Trioza_acuta,SV210_d__Bacteria,0
Trioza_OMAHUTA-SV211_c__Gammaproteobacteria,-10.685625156485766,-10.662542073143959,Trioza_OMAHUTA,SV211_c__Gammaproteobacteria,0
Trioza_MASSEY-SV211_c__Gammaproteobacteria,-17.552474234523242,-17.5158197523393,Trioza_MASSEY,SV211_c__Gammaproteobacteria,1
Trioza_decurvata-SV212_c__Gammaproteobacteria,-11.470813683298465,-11.44764734302539,Trioza_decurvata,SV212_c__Gammaproteobacteria,0
Trioza_decurvata-SV213_c__Gammaproteobacteria,-11.373223614961109,-11.354991556684942,Trioza_decurvata,SV213_c__Gammaproteobacteria,0
Trioza_colorata-SV215_o__Enterobacterales,-12.985467273200337,-12.959989259846907,Trioza_colorata,SV215_o__Enterobacterales,0
Trioza_vitreoradiata-SV215_o__Enterobacterales,-8.175896483084086,-8.147788704905874,Trioza_vitreoradiata,SV215_o__Enterobacterales,0
Trioza_vitreoradiata-SV219_c__Gammaproteobacteria,-7.9175175545733545,-7.8873808039020705,Trioza_vitreoradiata,SV219_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV221_c__Gammaproteobacteria,-8.274685561217202,-8.250583646319377,Trioza_vitreoradiata,SV221_c__Gammaproteobacteria,0
Trioza_irregularis-SV221_c__Gammaproteobacteria,-10.813250891826147,-10.792226351321334,Trioza_irregularis,SV221_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV222_c__Gammaproteobacteria,-8.431990803900508,-8.398944955123524,Trioza_vitreoradiata,SV222_c__Gammaproteobacteria,0
Trioza_irregularis-SV222_c__Gammaproteobacteria,-10.206584926709272,-10.185399974243905,Trioza_irregularis,SV222_c__Gammaproteobacteria,0
Trioza_sp_A-SV223_o__Enterobacterales,-8.559240088378191,-8.53542641778967,Trioza_sp_A,SV223_o__Enterobacterales,0
Trioza_vitreoradiata-SV224_c__Gammaproteobacteria,-8.104356517727133,-8.079026275420157,Trioza_vitreoradiata,SV224_c__Gammaproteobacteria,0
Trioza_obscura-SV225_o__Enterobacterales,-14.313888421527578,-14.294922955377764,Trioza_obscura,SV225_o__Enterobacterales,1
Trioza_obscura-SV226_o__Enterobacterales,-14.397035779506293,-14.37634898497139,Trioza_obscura,SV226_o__Enterobacterales,1
Trioza_dacrydii-SV230_Candidatus_Hamiltonella,-12.878884038930039,-12.848703219020539,Trioza_dacrydii,SV230_Candidatus_Hamiltonella,0
Trioza_sp_A-SV230_Candidatus_Hamiltonella,-8.928506776999411,-8.906946903758424,Trioza_sp_A,SV230_Candidatus_Hamiltonella,0
Trioza_colorata-SV232_Escherichia_Shigella,-12.861026382795334,-12.837930356892574,Trioza_colorata,SV232_Escherichia_Shigella,0
Trioza_adventicia-SV233_Escherichia_Shigella,-32.21081616840862,-32.17855434119951,Trioza_adventicia,SV233_Escherichia_Shigella,1
Trioza_bifida-SV233_Escherichia_Shigella,-11.734041802288852,-11.699892894603341,Trioza_bifida,SV233_Escherichia_Shigella,0
Trioza_colorata-SV233_Escherichia_Shigella,-13.128090062888276,-13.095618729670047,Trioza_colorata,SV233_Escherichia_Shigella,0
Trioza_vitreoradiata-SV233_Escherichia_Shigella,-8.074615958500312,-8.043029011681567,Trioza_vitreoradiata,SV233_Escherichia_Shigella,0
Trioza_fasciata-SV233_Escherichia_Shigella,-12.566990159434265,-12.53126082872594,Trioza_fasciata,SV233_Escherichia_Shigella,0
Trioza_colorata-SV235_f__Enterobacteriaceae,-13.220860912845842,-13.194516576425208,Trioza_colorata,SV235_f__Enterobacteriaceae,0
Trioza_colorata-SV236_f__Enterobacteriaceae,-12.905995395210391,-12.88231519642143,Trioza_colorata,SV236_f__Enterobacteriaceae,0
Trioza_colorata-SV237_f__Enterobacteriaceae,-13.243904642770467,-13.216183701549573,Trioza_colorata,SV237_f__Enterobacteriaceae,0
Trioza_fasciata-SV238_f__Erwiniaceae,-12.657107683648558,-12.626721972280253,Trioza_fasciata,SV238_f__Erwiniaceae,0
Trioza_OMAHUTA-SV241_f__Yersiniaceae,-10.96297918226369,-10.94461941554357,Trioza_OMAHUTA,SV241_f__Yersiniaceae,0
Trioza_decurvata-SV241_f__Yersiniaceae,-11.84284352925882,-11.819294893716766,Trioza_decurvata,SV241_f__Yersiniaceae,0
Trioza_irregularis-SV241_f__Yersiniaceae,-10.734346188316783,-10.715642915388132,Trioza_irregularis,SV241_f__Yersiniaceae,0
Trioza_colorata-SV244_o__Enterobacterales,-12.965393670602971,-12.94115477788277,Trioza_colorata,SV244_o__Enterobacterales,0
Trioza_sp_D-SV245_c__Gammaproteobacteria,-9.238331121240261,-9.219864620050151,Trioza_sp_D,SV245_c__Gammaproteobacteria,0
Trioza_irregularis-SV249_o__Enterobacterales,-10.865725346805355,-10.842816538920744,Trioza_irregularis,SV249_o__Enterobacterales,0
Trioza_irregularis-SV251_o__Enterobacterales,-10.544479575602923,-10.518600646671056,Trioza_irregularis,SV251_o__Enterobacterales,0
Trioza_vitreoradiata-SV254_Arsenophonus,-8.29867424556845,-8.272221525803399,Trioza_vitreoradiata,SV254_Arsenophonus,0
Trioza_adventicia-SV257_f__Morganellaceae,-32.134367018833764,-32.108669551717554,Trioza_adventicia,SV257_f__Morganellaceae,1
Trioza_bifida-SV267_Haemophilus,-11.235652254501526,-11.21155916166574,Trioza_bifida,SV267_Haemophilus,0
Trioza_decurvata-SV269_Moraxella,-11.6678983696447,-11.643591411723037,Trioza_decurvata,SV269_Moraxella,0
Trioza_vitreoradiata-SV274_Acinetobacter,-8.311420908775855,-8.280553455529837,Trioza_vitreoradiata,SV274_Acinetobacter,0
Trioza_vitreoradiata-SV275_Acinetobacter,-8.175188555676867,-8.142293121897033,Trioza_vitreoradiata,SV275_Acinetobacter,0
Trioza_vitreoradiata-SV276_Acinetobacter,-8.183705874359298,-8.153768622064089,Trioza_vitreoradiata,SV276_Acinetobacter,0
Trioza_fasciata-SV276_Acinetobacter,-12.275326615307202,-12.24575358320127,Trioza_fasciata,SV276_Acinetobacter,0
Trioza_vitreoradiata-SV277_Acinetobacter,-8.181488170766256,-8.14843480242253,Trioza_vitreoradiata,SV277_Acinetobacter,0
Trioza_irregularis-SV277_Acinetobacter,-10.590921917471444,-10.564699450402532,Trioza_irregularis,SV277_Acinetobacter,0
Trioza_acuta-SV278_Acinetobacter,-12.311937403516348,-12.281416801485259,Trioza_acuta,SV278_Acinetobacter,0
Trioza_vitreoradiata-SV278_Acinetobacter,-8.215726649590563,-8.183982889160186,Trioza_vitreoradiata,SV278_Acinetobacter,0
Trioza_irregularis-SV278_Acinetobacter,-10.459711951479106,-10.434715357697488,Trioza_irregularis,SV278_Acinetobacter,0
Trioza_acuta-SV279_Acinetobacter,-12.234633600689172,-12.202696243343766,Trioza_acuta,SV279_Acinetobacter,0
Trioza_vitreoradiata-SV280_Acinetobacter,-8.359211979613164,-8.327535119235504,Trioza_vitreoradiata,SV280_Acinetobacter,0
Trioza_acuta-SV281_Acinetobacter,-12.24915696441836,-12.218386904538066,Trioza_acuta,SV281_Acinetobacter,0
Trioza_vitreoradiata-SV281_Acinetobacter,-8.353631729481073,-8.322399457225634,Trioza_vitreoradiata,SV281_Acinetobacter,0
Trioza_PRICES_VALLEY-SV281_Acinetobacter,-18.074952915007955,-18.03574340148594,Trioza_PRICES_VALLEY,SV281_Acinetobacter,1
Trioza_panacis-SV284_Acinetobacter,-10.89163280902457,-10.861011994788713,Trioza_panacis,SV284_Acinetobacter,0
Trioza_PRICES_VALLEY-SV284_Acinetobacter,-17.56537507871672,-17.52424538917391,Trioza_PRICES_VALLEY,SV284_Acinetobacter,1
Trioza_sp_A-SV285_Acidibacter,-9.53535067464359,-9.512796805822076,Trioza_sp_A,SV285_Acidibacter,0
Trioza_sp_D-SV285_Acidibacter,-9.57410453664391,-9.539840236848695,Trioza_sp_D,SV285_Acidibacter,0
Trioza_discariae-SV287_c__Gammaproteobacteria,-10.794921178187657,-10.773279881967195,Trioza_discariae,SV287_c__Gammaproteobacteria,0
Trioza_fasciata-SV287_c__Gammaproteobacteria,-12.993372701581619,-12.9682564443417,Trioza_fasciata,SV287_c__Gammaproteobacteria,0
Trioza_fasciata-SV288_Immundisolibacter,-12.834535948299052,-12.81137989542465,Trioza_fasciata,SV288_Immundisolibacter,0
Trioza_bifida-SV289_c__Gammaproteobacteria,-11.482341542422175,-11.451024495559317,Trioza_bifida,SV289_c__Gammaproteobacteria,0
Trioza_bifida-SV290_c__Gammaproteobacteria,-11.229718369824159,-11.195632994916963,Trioza_bifida,SV290_c__Gammaproteobacteria,0
Trioza_discariae-SV290_c__Gammaproteobacteria,-11.195356785510088,-11.172055232440158,Trioza_discariae,SV290_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV290_c__Gammaproteobacteria,-9.089612928756067,-9.06686781337571,Trioza_vitreoradiata,SV290_c__Gammaproteobacteria,0
Trioza_fasciata-SV290_c__Gammaproteobacteria,-13.243848912515121,-13.201162842151273,Trioza_fasciata,SV290_c__Gammaproteobacteria,0
Trioza_irregularis-SV290_c__Gammaproteobacteria,-11.513250148954297,-11.490646852729371,Trioza_irregularis,SV290_c__Gammaproteobacteria,0
Trioza_panacis-SV290_c__Gammaproteobacteria,-11.595827921362348,-11.567256710008806,Trioza_panacis,SV290_c__Gammaproteobacteria,0
Trioza_vitreoradiata-SV291_c__Gammaproteobacteria,-9.571190170023632,-9.548183192281092,Trioza_vitreoradiata,SV291_c__Gammaproteobacteria,0
